Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
ORD-64C97F7B,8/9/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,38,35,0,On Time,None,0.73,0.1,3.88,7033.31,8131,Standard Shipping
ORD-2398D098,2/26/24,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,5,3,0,On Time,None,0.24,1,4.48,17793.38,2609,Standard Shipping
ORD-4ACAC83B,11/3/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,27,0,On Time,None,0.65,1.9,3.66,4875.75,5910,Standard Shipping
ORD-D2001ED6,8/6/24,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,18,5,Late,Port Congestion,0.84,9.5,2.93,7344.08,7257,Standard Shipping
ORD-DE70DF65,3/3/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,38,12,Late,Geopolitical Conflict (Route Diversion),0.67,2.5,2.05,11074.1,8289,Re-routing
ORD-7E8021C8,12/4/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,36,35,0,On Time,None,0.13,6.9,5.45,4358.97,7715,Standard Shipping
ORD-A90F1A10,12/29/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,10,7,0,On Time,None,0.24,0.3,2.67,5780.26,9323,Standard Shipping
ORD-94C5C01F,6/1/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,37,1,Late,None,0.62,5.4,4.32,1174.5,1450,Standard Shipping
ORD-A4FC66D6,9/2/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,10,7,0,On Time,None,0.49,4.9,2.18,772.56,1037,Standard Shipping
ORD-C27F2739,6/26/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,25,0,On Time,None,0.66,1,5.12,6464.87,7789,Standard Shipping
ORD-85F69FB4,4/10/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,36,34,0,On Time,None,0.55,5,2.59,1759.25,2270,Standard Shipping
ORD-6FA338CD,2/8/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,5,1,0,On Time,None,0.78,6.3,2.69,79700.39,8141,Standard Shipping
ORD-4C0043AB,11/26/25,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,12,0,On Time,None,0.34,3.7,5.07,2730.92,4076,Standard Shipping
ORD-1BAEA8E4,1/3/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,35,0,On Time,None,0.44,1.5,4.75,3679.2,5110,Standard Shipping
ORD-9FC05A81,4/30/25,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,15,0,On Time,Port Congestion,0.56,9.1,3.85,2267.69,2643,Standard Shipping
ORD-8EFE1A95,1/19/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,24,0,On Time,None,0.21,2.7,4.54,306.74,507,Standard Shipping
ORD-45764D24,2/11/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,23,0,On Time,None,0.16,4.1,4.41,2615.8,4510,Standard Shipping
ORD-829604FF,10/8/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,28,0,On Time,None,0.37,5,3.4,3914.78,5715,Standard Shipping
ORD-BF1328EF,4/19/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,35,0,On Time,None,0.34,7.5,3.91,4359.02,6506,Standard Shipping
ORD-3282F887,4/23/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,None,0.67,5.5,4.49,6445.36,7719,Standard Shipping
ORD-FB64CC7E,9/11/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,24,0,On Time,None,0.42,9.2,3.8,1272.32,1792,Standard Shipping
ORD-69CDEFB3,12/4/24,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,None,0.8,2.2,2.3,313.2,348,Standard Shipping
ORD-33B7DC88,9/23/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,38,35,0,On Time,None,0.38,7.1,5.5,2014.8,2920,Standard Shipping
ORD-12D8E562,12/18/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,None,0.11,1.1,3.57,643.8,1160,Standard Shipping
ORD-00FC3589,1/16/24,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,13,12,0,On Time,None,0.42,6.3,4.07,2022.79,2849,Standard Shipping
ORD-B02E952A,1/27/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.39,2.5,3.88,3580.64,5152,Standard Shipping
ORD-821B0CB6,10/16/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,23,0,On Time,None,0.12,5.1,3.86,5353.04,9559,Standard Shipping
ORD-9A62C77A,5/4/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,30,27,0,On Time,None,0.78,6,2.38,4096.67,4603,Standard Shipping
ORD-09D69E5F,4/5/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,24,0,On Time,None,0.61,9.2,3.08,2976.89,3698,Standard Shipping
ORD-CEE3CA72,9/16/24,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,12,0,On Time,None,0.77,3.5,4.85,1152.27,1302,Standard Shipping
ORD-4832CA34,9/26/25,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,6,22,16,Late,Geopolitical Conflict (Route Diversion),0.6,6,3.83,99031.68,4689,Expedited Air Freight
ORD-DC7E63E3,8/8/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,24,0,On Time,None,0.7,9.3,1.5,5663.55,6663,Standard Shipping
ORD-CD232BC1,8/26/24,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,6,3,0,On Time,None,0.68,6.5,4.54,39325.44,4256,Standard Shipping
ORD-B25E963F,8/30/25,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,14,11,0,On Time,None,0.24,0.2,2.27,1475.6,2380,Standard Shipping
ORD-A8B37B53,7/23/25,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,13,12,0,On Time,None,0.24,7.9,3.07,1058.96,1708,Standard Shipping
ORD-BDB382D5,4/6/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,7,0,On Time,None,0.9,9.6,5.11,3699.3,3894,Standard Shipping
ORD-96EB1D6F,7/5/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,20,18,0,On Time,None,0.54,9.6,4.14,231.77,301,Standard Shipping
ORD-AB85A647,11/20/25,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,12,0,On Time,None,0.37,1.8,3.21,5072.43,7405,Standard Shipping
ORD-7FA53B0D,7/3/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,31,28,0,On Time,None,0.75,9.8,3.33,4781.88,5465,Standard Shipping
ORD-31C913AF,9/30/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,29,0,On Time,None,0.81,4.7,5.43,3264.34,3607,Standard Shipping
ORD-1B09E0E1,9/18/24,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.56,3.2,3.51,9892.74,1153,Standard Shipping
ORD-AB4EE5D2,6/15/24,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,None,0.73,4.9,4.7,3252.4,3760,Standard Shipping
ORD-8D6F5FDF,12/24/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,21,24,3,Late,Port Congestion,0.35,10,3.01,10068.3,9040,Expedited Air Freight
ORD-4328B7E9,5/20/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,31,26,0,On Time,None,0.61,2.4,3.2,6753.95,8390,Standard Shipping
ORD-F8ABE63F,12/21/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.34,7.8,3.8,4445.45,6635,Standard Shipping
ORD-3A3E16E4,7/25/24,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,13,12,0,On Time,None,0.2,8.8,5.17,1701.6,2836,Standard Shipping
ORD-B9A7F40E,2/25/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.28,4.7,3.04,3605.12,5633,Standard Shipping
ORD-1BFF7B54,11/23/25,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.39,5.9,2.26,59447.52,7776,Standard Shipping
ORD-6C58FB06,3/4/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,38,8,Late,Geopolitical Conflict (Route Diversion),0.71,8.8,4.25,7009.63,5124,Re-routing
ORD-178EA9CD,1/3/26,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,27,24,0,On Time,None,0.11,7.5,4.22,3891.11,7011,Standard Shipping
ORD-403AFF01,5/28/25,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,12,0,On Time,None,0.19,1,3.35,1836.17,3086,Standard Shipping
ORD-39BBC4C0,11/10/25,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,4,2,0,On Time,None,0.87,9.5,3.47,82506.27,8022,Standard Shipping
ORD-4C53827B,7/11/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,25,0,On Time,None,0.25,2,3.63,558.12,893,Standard Shipping
ORD-FC60A554,1/6/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,27,24,0,On Time,None,0.26,1.4,3.77,4085.55,6485,Standard Shipping
ORD-1369DD0B,3/6/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,29,28,0,On Time,None,0.84,0.9,1.88,7195.32,7821,Standard Shipping
ORD-9A02DEF5,1/31/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,23,0,On Time,None,0.15,8.7,3.39,184.57,321,Standard Shipping
ORD-D793A740,5/23/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,36,35,0,On Time,None,0.82,3.8,1.62,5418.14,5954,Standard Shipping
ORD-9EAE722F,7/11/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,8,7,0,On Time,None,0.33,3.8,5.12,1754.27,2638,Standard Shipping
ORD-A8D48FF4,8/4/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,28,0,On Time,None,0.48,2.4,4.82,7382.24,9976,Standard Shipping
ORD-31E09184,4/21/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,8,9,1,Late,None,0.79,5,4.7,396.49,443,Standard Shipping
ORD-E889C21C,7/5/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,35,0,On Time,None,0.13,2.4,4.4,2708.61,4794,Standard Shipping
ORD-5E942778,5/25/24,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,12,0,On Time,None,0.77,5.1,1.19,650.48,735,Standard Shipping
ORD-F088455C,1/23/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,None,0.5,1.7,5.04,1740,2320,Standard Shipping
ORD-EBC1AE8C,12/14/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,38,1,Late,Port Congestion,0.56,9.5,4.04,278.85,325,Standard Shipping
ORD-E8FC6024,1/24/25,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,12,0,On Time,None,0.61,7.8,3.6,685.86,852,Standard Shipping
ORD-C5CC32F1,4/7/24,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,13,0,On Time,None,0.42,3.4,4.32,501.97,707,Standard Shipping
ORD-54A40D96,10/2/25,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,11,0,On Time,None,0.3,9.8,5.21,5556.85,8549,Standard Shipping
ORD-83EFDF3F,3/23/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,7,0,On Time,None,0.78,5.9,3.37,1561.06,1754,Standard Shipping
ORD-7284A74A,12/4/24,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,4,3,0,On Time,None,0.69,1.5,3.9,1775.35,191,Standard Shipping
ORD-D885EBDC,11/3/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,28,0,On Time,None,0.62,5.3,2.7,6531.84,8064,Standard Shipping
ORD-2274A9D3,7/17/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,38,35,0,On Time,None,0.58,2.7,4.71,2343.14,2966,Standard Shipping
ORD-47B2F944,5/13/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,26,24,0,On Time,None,0.22,4.2,5.74,1298.08,2128,Standard Shipping
ORD-65EA0126,7/24/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,5,2,0,On Time,None,0.17,0.6,3.17,11190.47,1739,Standard Shipping
ORD-FEE8B7AD,12/27/24,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,4,2,0,On Time,None,0.68,9.1,2.87,47659.92,5158,Standard Shipping
ORD-0E0904F2,5/19/24,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,13,0,On Time,None,0.2,0.8,2.63,3863.4,6439,Standard Shipping
ORD-294C9286,12/2/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,36,0,On Time,None,0.23,3.3,3.94,3971.05,6457,Standard Shipping
ORD-114F23C0,12/5/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,8,7,0,On Time,None,0.1,7.1,3.33,1152.8,2096,Standard Shipping
ORD-DF7D1698,1/26/24,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,6,4,0,On Time,None,0.15,5.7,2.31,60511.27,9567,Standard Shipping
ORD-5B4DE987,6/9/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,25,24,0,On Time,None,0.5,0.6,4.38,2430.75,3241,Standard Shipping
ORD-3A91AA3F,4/14/25,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,11,0,On Time,None,0.1,8.9,2.94,1770.45,3219,Standard Shipping
ORD-A9C30E3D,8/12/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.85,5.3,2.86,6401,6920,Standard Shipping
ORD-26B6B48B,8/2/25,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,15,1,Late,Port Congestion,0.66,3.2,4.75,7477.47,8190,Standard Shipping
ORD-8BDBE47F,1/25/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,18,0,On Time,None,0.26,2.6,5.24,159.39,253,Standard Shipping
ORD-E42BE5AB,10/25/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,9,7,0,On Time,None,0.33,3.9,3.85,1406.48,2115,Standard Shipping
ORD-C3BF1E3D,1/16/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,5,0,On Time,None,0.78,9.5,5.27,1051.09,1181,Standard Shipping
ORD-DA1E3BEC,2/23/25,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,7,3,0,On Time,None,0.43,9.7,3.27,59569.51,7574,Standard Shipping
ORD-5A5A0C05,12/22/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,27,25,0,On Time,None,0.43,3.8,4.61,4495.2,6287,Standard Shipping
ORD-88EE13CE,1/13/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,25,23,0,On Time,None,0.4,4.9,2.73,2127.3,3039,Standard Shipping
ORD-25F27169,7/17/24,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,3,7,4,Late,Port Congestion,0.81,6.6,1.84,80519.03,4902,Expedited Air Freight
ORD-5F9611B3,5/14/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.85,3.1,2.17,1319.98,1427,Standard Shipping
ORD-6A4F3B59,5/17/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,None,0.71,5.3,2.91,463.41,542,Standard Shipping
ORD-520EFEC8,2/22/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,36,0,On Time,None,0.26,7.9,4.3,3647.7,5790,Standard Shipping
ORD-E04E4D3F,11/29/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,18,0,On Time,None,0.11,7.3,2.47,4733.04,8528,Standard Shipping
ORD-36C7F4F0,5/4/25,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,7,4,0,On Time,None,0.28,6.4,3.85,37304.96,5299,Standard Shipping
ORD-890882A0,3/25/25,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,12,0,On Time,None,0.11,3.9,2.26,1563.44,2817,Standard Shipping
ORD-127FDEF8,6/28/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,38,35,0,On Time,None,0.12,6.8,5.22,1459.36,2606,Standard Shipping
ORD-9ADEFA21,4/15/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,36,0,On Time,None,0.42,0.5,2.95,4989.88,7028,Standard Shipping
ORD-98F1195A,9/6/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,28,0,On Time,None,0.73,9,4.49,2500.72,2891,Standard Shipping
ORD-B729EE68,8/2/25,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,11,0,On Time,None,0.42,6.1,2.83,7014.09,9879,Standard Shipping
ORD-27CDA639,8/19/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,16,6,Late,Severe Weather (Typhoon/Storm),0.31,1.6,5.18,7729.52,9834,Standard Shipping
ORD-A90C84D1,2/13/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,27,25,0,On Time,None,0.6,5.1,2.55,3887.2,4859,Standard Shipping
ORD-775B7452,4/20/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,10,7,0,On Time,None,0.75,3.8,4.24,8019.38,9165,Standard Shipping
ORD-AF9E62E8,1/23/25,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,7,2,0,On Time,None,0.37,7,3.6,10142.11,1346,Standard Shipping
ORD-F3960FB9,11/19/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,39,2,Late,Port Congestion,0.38,2.2,3.28,6541.06,8618,Standard Shipping
ORD-F1A69ABD,9/10/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,8,17,9,Late,Severe Weather (Typhoon/Storm),0.77,9.3,3.22,9394.45,8846,Standard Shipping
ORD-1A499445,8/9/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,38,35,0,On Time,None,0.52,8.5,3.37,5854.28,7703,Standard Shipping
ORD-54078790,2/9/25,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,15,13,0,On Time,None,0.71,1.7,3.24,413.82,484,Standard Shipping
ORD-9F3C8EC2,3/14/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,41,10,Late,Geopolitical Conflict (Route Diversion),0.2,1.2,3.42,2225.28,2318,Re-routing
ORD-79F2C991,8/16/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,17,0,On Time,None,0.17,2.3,1.84,4618.57,7895,Standard Shipping
ORD-A3215294,8/31/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.57,4.7,2.89,3919.5,4993,Standard Shipping
ORD-D3AEC20C,7/17/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,18,0,On Time,None,0.79,6.1,4.26,1911.72,2136,Standard Shipping
ORD-5BAE8658,1/4/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,30,38,8,Late,Geopolitical Conflict (Route Diversion),0.38,2.9,2.05,13305.96,8035,Expedited Air Freight
ORD-AAC3B7E2,7/23/25,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,11,0,On Time,None,0.7,6.9,5.16,551.65,649,Standard Shipping
ORD-F878F5E1,11/7/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,19,0,On Time,None,0.71,0.2,3.67,5421.56,6341,Standard Shipping
ORD-C110CB36,2/7/25,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,5,2,0,On Time,None,0.25,8.3,3.52,64597.5,9396,Standard Shipping
ORD-607F7B06,7/3/24,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,12,0,On Time,None,0.1,6.5,1.9,1986.6,3612,Standard Shipping
ORD-E7830CBF,12/5/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,28,0,On Time,None,0.13,5.1,4.01,2817.09,4986,Standard Shipping
ORD-48F93458,7/18/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,None,0.21,1.3,1.8,4933.77,8155,Standard Shipping
ORD-2F779F2D,10/26/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,42,5,Late,Port Congestion,0.46,8.4,1.83,6313.19,7862,Standard Shipping
ORD-EAFE2D7C,4/30/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,27,24,0,On Time,None,0.5,6.3,2.76,5359.5,7146,Standard Shipping
ORD-C0A6E474,8/20/24,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,12,0,On Time,None,0.35,1.6,1.78,3950.78,5853,Standard Shipping
ORD-7DAEBB1C,4/23/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,30,0,On Time,None,0.2,5.5,4.27,644.4,1074,Standard Shipping
ORD-A9ABBEE0,8/27/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,17,0,On Time,None,0.19,5.9,4.99,4291.73,7213,Standard Shipping
ORD-3DDC1374,10/1/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,42,15,Late,Geopolitical Conflict (Route Diversion),0.44,3.5,3.63,10017.79,8696,Re-routing
ORD-C9597F2D,10/23/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,27,24,0,On Time,None,0.25,8.7,2.46,3775,6040,Standard Shipping
ORD-45F822E6,5/25/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.88,6.2,3.37,2267.28,2412,Standard Shipping
ORD-234DBEF0,10/25/24,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,12,0,On Time,None,0.35,9.8,2.49,6698.03,9923,Standard Shipping
ORD-49C01347,12/21/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,41,16,Late,Geopolitical Conflict (Route Diversion),0.87,5.6,3.54,7132.93,4768,Re-routing
ORD-913F3BA7,11/3/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,8,8,0,On Time,None,0.5,7.4,6.22,2738.25,3651,Standard Shipping
ORD-352CE492,12/9/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,26,24,0,On Time,None,0.75,4.2,3.77,7914.38,9045,Standard Shipping
ORD-E4535EC8,10/26/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,39,8,Late,Geopolitical Conflict (Route Diversion),0.39,8.3,1.67,6194.96,5571,Re-routing
ORD-AAA075C6,3/24/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,35,0,On Time,None,0.78,7.3,4.22,1515.67,1703,Standard Shipping
ORD-6712A43B,10/18/24,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,2,0,On Time,None,0.57,5.4,4.01,77490.49,8974,Standard Shipping
ORD-95A2ED28,4/25/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,25,0,On Time,None,0.13,1.9,5.22,3745.38,6629,Standard Shipping
ORD-4778999E,6/17/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,37,34,0,On Time,None,0.55,4.7,2.88,3965.68,5117,Standard Shipping
ORD-9D417C0E,9/16/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,41,15,Late,Geopolitical Conflict (Route Diversion),0.27,6.3,3.09,1957.82,1927,Re-routing
ORD-3B5E0382,9/10/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,21,18,0,On Time,None,0.37,7,4.77,557.59,814,Standard Shipping
ORD-30FC668A,6/9/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,8,5,0,On Time,None,0.46,3.2,6.87,1222.02,1674,Standard Shipping
ORD-490EF2DB,12/27/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,20,1,Late,None,0.23,5.6,3.41,1568.25,2550,Standard Shipping
ORD-FB8B5CA8,9/26/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,28,0,On Time,None,0.66,0.9,5.69,1606.05,1935,Standard Shipping
ORD-38544A9E,2/8/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,3,2,0,On Time,None,0.36,9.6,4.98,16538.28,2211,Standard Shipping
ORD-71885B8E,7/24/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.57,6.1,4.73,751.24,957,Standard Shipping
ORD-6123FA23,5/29/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,13,4,Late,Port Congestion,0.39,0.4,3.7,7535.68,9857,Standard Shipping
ORD-17CB5B82,6/14/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,21,19,0,On Time,None,0.77,5,4.44,7639.32,8632,Standard Shipping
ORD-D35BF7E1,9/27/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,24,0,On Time,None,0.47,5.1,4.44,1556.73,2118,Standard Shipping
